"RIGHT NUMBER","SUB_BASIN","YEAR","ALLOTMENT","FLEXIBILITY ACCT. BALANCE","FLEX. VARIANCE","CREDITS_AVAIL_FOR_SALE","AMA","IRRIGATION DISTRICT","BMP ENROLLEE","CONVEYANCE_DATE","ID"
"58-109987.0005","WEST SALT RIVER VALLEY","2016","760.75 AF","2587.49 AF","340.12%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5895917"
"58-106367.0060","WEST SALT RIVER VALLEY","2012","533.4 AF","7676.14 AF","1439.1%","148.66 AF","PHOENIX AMA","","N","","5916409"
"58-109250.0142","MARICOPA-STANFIELD","2014","0 AF","-389.38 AF","0%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","Y","","5795418"
"58-100328.0005","ELOY","2015","185.11 AF","3635.19 AF","1963.8%","160.13 AF","PINAL AMA","SAN CARLOS","N","","6079726"
"58-150030.0010","MARICOPA-STANFIELD","2015","1566.12 AF","18044.87 AF","1152.2%","66.57 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","6265262"
"58-105211.0015","RAINBOW VALLEY","2014","1403.16 AF","41660.15 AF","2969.02%","1403.16 AF","PHOENIX AMA","","N","","6415002"
"58-101831.0006","ELOY","2021","130 AF","3053.02 AF","2348.48%","119.09 AF","PINAL AMA","SAN CARLOS","N","","5036518"
"58-109250.0118","MARICOPA-STANFIELD","2023","0 AF","3988.42 AF","0%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","Y","","5147220"
"58-107348.0003","ELOY","2024","3814.54 AF","40627.67 AF","1065.07%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5119013"
"58-100896.0016","ELOY","2023","66.5 AF","988.74 AF","1486.83%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5148760"
"58-113079.0018","WEST SALT RIVER VALLEY","2018","26.69 AF","279.22 AF","1046.16%","26.69 AF","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5287806"
"58-113079.0018","WEST SALT RIVER VALLEY","2017","26.69 AF","252.53 AF","946.16%","26.69 AF","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5287806"
"58-112742.0013","ELOY","2025","80.56 AF","2501.85 AF","3105.57%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5365468"
"58-103616.0011","MARICOPA-STANFIELD","2020","86.23 AF","485.21 AF","562.69%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5372549"
"58-105309.0005","EAST SALT RIVER VALLEY","2021","54.77 AF","421.51 AF","769.6%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","5375495"
"58-105309.0005","EAST SALT RIVER VALLEY","2024","54.77 AF","466.84 AF","852.36%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","5375495"
"58-101553.0023","MARICOPA-STANFIELD","2022","106.31 AF","3102.79 AF","2918.62%","106.31 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5376638"
"58-111759.0005","ELOY","2023","248.44 AF","-.01 AF","0%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5496394"
"58-100968.0009","AVRA VALLEY","2020","34.55 AF","435.76 AF","1261.24%","17.48 AF","TUCSON AMA","CORTARO MARANA IRRIG DISTRICT","N","","5496581"
"58-104923.0007","ELOY","2022","4281.77 AF","32303.22 AF","754.44%","2156.7 AF","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5462131"
"58-101087.0003","ELOY","2019","117.13 AF","2273.25 AF","1940.79%","97.83 AF","PINAL AMA","SAN CARLOS","N","","5464312"
"58-102527.0002","ELOY","2022","2436.48 AF","11940.86 AF","490.09%","498.77 AF","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5458199"
"58-105928.0002","AVRA VALLEY","2023","84.91 AF","3187.09 AF","3753.49%","84.91 AF","TUCSON AMA","","N","","5669774"
"58-112886.0007","EAST SALT RIVER VALLEY","2019","43.8 AF","89.5 AF","204.34%","NONE","PHOENIX AMA","ROOSEVELT WATER CONSERVATION DISTRICT","N","","5937801"
"58-107202.0005","EAST SALT RIVER VALLEY","2025","0 AF","790.13 AF","0%","NONE","PHOENIX AMA","NEW MAGMA IRR & DRG DIST","Y","","6091331"
"58-105857.0017","HASSAYAMPA","2018","0 AF","-80.4 AF","0%","NONE","PHOENIX AMA","TONOPAH IRRIGATION DISTRICT","Y","","6093466"
"58-150077.0007","ELOY","2021","0 AF","8682.63 AF","0%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","Y","","6097783"
"58-150079.0019","MARICOPA-STANFIELD","2024","305.48 AF","1564.72 AF","512.22%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","6038525"
"58-104990.0005","HASSAYAMPA","2023","648.3 AF","1733.33 AF","267.37%","NONE","PHOENIX AMA","ARLINGTON CANAL COMPANY","N","","6091741"
"58-102320.0004","MARICOPA-STANFIELD","2019","0 AF","3759.99 AF","0%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","Y","","6264455"
"58-106367.0069","WEST SALT RIVER VALLEY","2025","256.43 AF","4482.77 AF","1748.15%","NONE","PHOENIX AMA","","N","","6375910"
"58-105211.0015","RAINBOW VALLEY","2021","1403.16 AF","47306.06 AF","3371.39%","405.23 AF","PHOENIX AMA","","N","","6415002"
"58-104133.0008","WEST SALT RIVER VALLEY","2025","169.83 AF","94.68 AF","55.75%","NONE","PHOENIX AMA","BUCKEYE WTR CON & DRG DIST","N","","6367814"
"58-104620.0001","WEST SALT RIVER VALLEY","2022","302.03 AF","-2056.83 AF","-681%","NONE","PHOENIX AMA","ST JOHNS IRRIGATION DISTRICT","N","","7097037"
"58-100191.0002","ELOY","2020","121.92 AF","2928.9 AF","2402.31%","92.42 AF","PINAL AMA","SAN CARLOS","N","","7187365"
"58-106618.0007","HASSAYAMPA","2024","336.34 AF","1166.93 AF","346.95%","NONE","PHOENIX AMA","","N","","7343524"
"58-104845.0002","HASSAYAMPA","2025","60.38 AF","-286.13 AF","-473.88%","NONE","PHOENIX AMA","ARLINGTON CANAL COMPANY","N","","7635205"
"58-103394.0003","ELOY","2022","937.67 AF","-99.24 AF","-10.58%","NONE","PINAL AMA","SAN CARLOS","N","","7349349"
"58-108267.0006","WEST SALT RIVER VALLEY","2023","0 AF","923.98 AF","0%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","Y","","7637623"
"58-106649.0012","WEST SALT RIVER VALLEY","2024","777.48 AF","6543.46 AF","841.62%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","7782114"
"58-109250.0111","MARICOPA-STANFIELD","2008","21.29 AF","3.02 AF","14.19%","5.52 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5027246"
"58-104173.0006","ELOY","2017","872.91 AF","4529.49 AF","518.9%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5034282"
"58-130439.0003","WEST SALT RIVER VALLEY","2011","23.79 AF","190.45 AF","800.55%",".72 AF","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5114071"
"58-130439.0003","WEST SALT RIVER VALLEY","2015","23.79 AF","93.6 AF","393.44%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5114071"
"58-130439.0003","WEST SALT RIVER VALLEY","2017","23.79 AF","63.24 AF","265.83%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5114071"
"58-101466.0005","ELOY","2014","9.15 AF","95.69 AF","1045.79%","9.15 AF","PINAL AMA","","N","","5117850"
"58-160048.0001","SANTA CRUZ AMA","2014","160.3 AF","4528.3 AF","2824.89%","160.3 AF","SANTA CRUZ AMA","","N","","5157488"
"58-105101.0022","EAST SALT RIVER VALLEY","2006","124.94 AF","1785.43 AF","1429.03%","86 AF","PHOENIX AMA","NEW MAGMA IRR & DRG DIST","N","","5146239"
"58-105101.0024","EAST SALT RIVER VALLEY","2018","41.63 AF","588.04 AF","1412.54%","15.63 AF","PHOENIX AMA","NEW MAGMA IRR & DRG DIST","N","","5146286"
"58-107816.0005","ELOY","2018","0 AF","1504.07 AF","0%","NONE","PINAL AMA","HOHOKAM IRRIGATION DISTRICT","Y","","5377057"
"58-104241.0002","ELOY","2007","43.8 AF","500.63 AF","1142.99%","37.18 AF","PINAL AMA","SAN CARLOS","N","","5301207"
"58-107332.0001","ELOY","2015","939.92 AF","6017.92 AF","640.26%","5.94 AF","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5497938"
"58-108768.0005","MARICOPA-STANFIELD","2010","45 AF","722.04 AF","1604.53%","45 AF","PINAL AMA","","N","","5502647"
"58-150009.0001","MARICOPA-STANFIELD","2015","154.7 AF","1456.06 AF","941.22%","77.65 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5516140"
"58-103797.0005","ELOY","2016","140.35 AF","2995.72 AF","2134.46%","140.35 AF","PINAL AMA","","N","","5662407"
"58-101778.0008","LAKE PLEASANT","2011","1007.59 AF","14625.62 AF","1451.54%","738.44 AF","PHOENIX AMA","","N","","5656489"
"58-100896.0027","ELOY","2012","9.99 AF","43.07 AF","431.13%","9.99 AF","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5657051"
"58-115521.0006","MARICOPA-STANFIELD","2012","2047.53 AF","43482.49 AF","2123.66%","261.85 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5797445"
"58-101839.0009","ELOY","2014","0 AF","2180.72 AF","0%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","Y","","5921698"
"58-101839.0009","ELOY","2013","0 AF","2180.72 AF","0%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","Y","","5921698"
"58-113169.0016","ELOY","2011","1118.85 AF","256.46 AF","22.92%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5898678"
"58-109179.0006","AVRA VALLEY","2015","951.49 AF","7148.16 AF","751.26%","NONE","TUCSON AMA","","N","","5944079"
"58-109651.0006","ELOY","2017","683.35 AF","866.55 AF","126.81%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","6229403"
"58-109254.0021","MARICOPA-STANFIELD","2015","136.87 AF","-17.13 AF","-12.52%","31.56 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","6411523"
"58-113319.0001","WEST SALT RIVER VALLEY","2025","198.37 AF","4522.38 AF","2279.77%","NONE","PHOENIX AMA","","N","","5027411"
"58-111841.0003","ELOY","2021","0 AF","12165.35 AF","0%","NONE","PINAL AMA","","Y","","5022098"
"58-104173.0006","ELOY","2021","872.91 AF","3047.37 AF","349.1%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5034282"
"58-101466.0005","ELOY","2025","9.15 AF","178.04 AF","1945.79%","NONE","PINAL AMA","","N","","5117850"
"58-100495.0003","ELOY","2019","0 AF","1050.43 AF","0%","NONE","PINAL AMA","HOHOKAM IRRIGATION DISTRICT","Y","","5369635"
"58-105490.0012","EAST SALT RIVER VALLEY","2020","9.24 AF","223.86 AF","2422.73%","9.24 AF","PHOENIX AMA","NEW MAGMA IRR & DRG DIST","N","","5232272"
"58-105862.0003","EAST SALT RIVER VALLEY","2025","25.35 AF","406.06 AF","1601.81%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","5358963"
"58-109052.0015","EAST SALT RIVER VALLEY","2018","19.58 AF","531.87 AF","2716.39%","19.58 AF","PHOENIX AMA","QUEEN CREEK IRRIGATION DIST","N","","5518131"
"58-104971.0002","ELOY","2019","203.06 AF","3988.67 AF","1964.28%","152.25 AF","PINAL AMA","SAN CARLOS","N","","5495092"
"58-104971.0002","ELOY","2023","203.06 AF","4422.06 AF","2177.71%","NONE","PINAL AMA","SAN CARLOS","N","","5495092"
"58-101948.0015","ELOY","2019","30.3 AF","384.37 AF","1268.55%","30.3 AF","PINAL AMA","","N","","5645195"
"58-114674.0003","ELOY","2018","145.78 AF","1970.92 AF","1351.98%","145.78 AF","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5611127"
"58-107845.0006","SANTA CRUZ AMA","2018","633.45 AF","5250.91 AF","828.94%","633.45 AF","SANTA CRUZ AMA","","N","","5755571"
"58-115521.0006","MARICOPA-STANFIELD","2021","2047.53 AF","49182.17 AF","2402.02%","665.11 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5797445"
"58-106186.0008","HASSAYAMPA","2022","409.78 AF","-1836.34 AF","-448.13%","NONE","PHOENIX AMA","ARLINGTON CANAL COMPANY","N","","5935384"
"58-102356.0013","WEST SALT RIVER VALLEY","2019","1361.14 AF","1672.4 AF","122.87%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","6075779"
"58-105857.0018","HASSAYAMPA","2020","0 AF","29.25 AF","0%","NONE","PHOENIX AMA","TONOPAH IRRIGATION DISTRICT","Y","","6093479"
"58-102306.0045","EAST SALT RIVER VALLEY","2020","435.5 AF","10776.39 AF","2474.49%","275.3 AF","PHOENIX AMA","QUEEN CREEK IRRIGATION DIST","N","","6208004"
"58-102740.0014","MARICOPA-STANFIELD","2022","4417.58 AF","2362.88 AF","53.49%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","6269453"
"58-113079.0019","WEST SALT RIVER VALLEY","2022","82.27 AF","206.94 AF","251.54%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","6368505"
"58-114039.0009","EAST SALT RIVER VALLEY","2025","88.26 AF","571.73 AF","647.78%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","6510406"
"58-150004.0012","ELOY","2021","282.5 AF","5592.39 AF","1979.61%","263.21 AF","PINAL AMA","SAN CARLOS","N","","6695897"
"58-107178.0009","WEST SALT RIVER VALLEY","2025","207.64 AF","4947.52 AF","2382.74%","NONE","PHOENIX AMA","MARICOPA WATER DISTRICT","N","","7341664"
"58-101001.0001","WEST SALT RIVER VALLEY","2024","101.99 AF","1258.03 AF","1233.48%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","7595734"
"58-109054.0004","ELOY","2011","662.37 AF","5800.97 AF","875.79%","541.51 AF","PINAL AMA","SAN CARLOS","N","","5026373"
"58-112700.0009","MARICOPA-STANFIELD","2017","152.47 AF","17.51 AF","11.48%","47.06 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5027577"
"58-130008.0007","WEST SALT RIVER VALLEY","2016","0 AF","86.36 AF","0%","NONE","PHOENIX AMA","MARICOPA WATER DISTRICT","Y","","5034127"
"58-102331.0005","ELOY","2017","0 AF","198.3 AF","0%","NONE","PINAL AMA","HOHOKAM IRRIGATION DISTRICT","Y","","5011574"
"58-108040.0002","WEST SALT RIVER VALLEY","2013","95.5 AF","-34.39 AF","-36.01%","NONE","PHOENIX AMA","BUCKEYE WTR CON & DRG DIST","N","","5021235"
"58-100732.0020","ELOY","2015","32.05 AF","314.55 AF","981.44%","32.05 AF","PINAL AMA","SAN CARLOS","N","","5157942"
"58-102821.0017","WEST SALT RIVER VALLEY","2011","270.48 AF","2456.6 AF","908.24%","45.48 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5117568"
"58-100213.0007","ELOY","2012","24.21 AF","398.95 AF","1647.87%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5366490"
"58-109250.0122","MARICOPA-STANFIELD","2008","92.37 AF","-46.09 AF","-49.9%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5311800"
"58-150084.0007","ELOY","2009","39.8 AF","380.32 AF","955.58%","NONE","PINAL AMA","SAN CARLOS","N","","5338466"
"58-109411.0003","WEST SALT RIVER VALLEY","2012","247.27 AF","-2066.67 AF","-835.79%","NONE","PHOENIX AMA","BUCKEYE WTR CON & DRG DIST","N","","5358357"
"58-101666.0016","MARICOPA-STANFIELD","2013","36.5 AF","-11.69 AF","-32.03%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5358451"
"58-101264.0005","WEST SALT RIVER VALLEY","2012","162.4 AF","1068.14 AF","657.72%","55.75 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5374534"
"58-114176.0003","WEST SALT RIVER VALLEY","2014","36.68 AF","319.74 AF","871.7%","13.69 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5377630"
"58-111647.0024","WEST SALT RIVER VALLEY","2008","200.75 AF","578.17 AF","288%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","5324197"
"58-100188.0008","ELOY","2016","31.11 AF","65 AF","208.94%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5373939"
"58-103657.0004","ELOY","2012","41.16 AF","868.36 AF","2109.72%","36.16 AF","PINAL AMA","","N","","5501091"
"58-103973.0009","EAST SALT RIVER VALLEY","2010","123.69 AF","1034.38 AF","836.27%","60.24 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5505859"
"58-100372.0011","RAINBOW VALLEY","2017","90.71 AF","2423.43 AF","2671.62%","90.71 AF","PHOENIX AMA","","N","","5510784"
"58-104153.0003","WEST SALT RIVER VALLEY","2008","52.42 AF","93.37 AF","178.12%","26.41 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5458975"
"58-104153.0003","WEST SALT RIVER VALLEY","2015","52.42 AF","208.56 AF","397.86%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","5458975"
"58-105081.0003","ELOY","2008","750.2 AF","10107.96 AF","1347.37%","570.28 AF","PINAL AMA","SAN CARLOS","N","","5524797"
"58-103230.0002","MARICOPA-STANFIELD","2009","1007.76 AF","17320.28 AF","1718.69%","693.56 AF","PINAL AMA","SAN CARLOS","N","","5667650"
"58-100945.0004","ELOY","2015","388.82 AF","5080.52 AF","1306.65%","314.74 AF","PINAL AMA","SAN CARLOS","N","","5647910"
"58-110047.0003","WEST SALT RIVER VALLEY","2016","0 AF","35.25 AF","0%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","Y","","5942583"
"58-106857.0025","EAST SALT RIVER VALLEY","2017","153.65 AF","2641.18 AF","1718.96%","153.65 AF","PHOENIX AMA","NEW MAGMA IRR & DRG DIST","N","","5946859"
"58-103241.0009","ELOY","2017","0 AF","6584.45 AF","0%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","Y","","6097759"
"58-102208.0002","WEST SALT RIVER VALLEY","2013","376.5 AF","4882.68 AF","1296.86%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","6208578"
"58-100896.0035","ELOY","2016","354.87 AF","303.07 AF","85.4%","11.58 AF","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","6388073"
"58-109054.0004","ELOY","2019","662.37 AF","10163.56 AF","1534.42%","545.71 AF","PINAL AMA","SAN CARLOS","N","","5026373"
"58-130312.0002","WEST SALT RIVER VALLEY","2023","0 AF","209.88 AF","0%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","Y","","5035184"
"58-130439.0004","WEST SALT RIVER VALLEY","2025","19.07 AF","50.73 AF","266.02%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5114080"
"58-101620.0021","EAST SALT RIVER VALLEY","2020","28.12 AF","366.26 AF","1302.49%","12.65 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5145726"
"58-103257.0001","EAST SALT RIVER VALLEY","2024","67.6 AF","917.63 AF","1357.44%","NONE","PHOENIX AMA","SUN VALLEY FARMS UNIT II WTR","N","","5138944"
"58-103655.0033","MARICOPA-STANFIELD","2025","46.73 AF","1585.21 AF","3392.27%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5337900"
"58-112591.0001","WEST SALT RIVER VALLEY","2025","77.94 AF","1681.47 AF","2157.39%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","5377599"
"58-104650.0001","MARICOPA-STANFIELD","2018","1365 AF","2223.83 AF","162.92%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5471599"
"58-100188.0009","ELOY","2025","53.72 AF","171.37 AF","319.01%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5373952"
"58-104248.0003","WEST SALT RIVER VALLEY","2022","39 AF","490.04 AF","1256.51%","24 AF","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5606362"
"58-105081.0003","ELOY","2024","750.2 AF","19950.92 AF","2659.41%","NONE","PINAL AMA","SAN CARLOS","N","","5524797"
"58-101217.0003","ELOY","2018","1124.09 AF","8175.36 AF","727.29%","NONE","PINAL AMA","","N","","5666268"
"58-101217.0003","ELOY","2023","1124.09 AF","6703.81 AF","596.38%","NONE","PINAL AMA","","N","","5666268"
"58-102012.0005","ELOY","2024","0 AF","95.3 AF","0%","NONE","PINAL AMA","","Y","","5670087"
"58-103655.0047","MARICOPA-STANFIELD","2022","12.3 AF","415.78 AF","3380.33%","12.3 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5796672"
"58-112948.0006","ELOY","2021","217.57 AF","3301.54 AF","1517.46%","202.67 AF","PINAL AMA","SAN CARLOS","N","","5896813"
"58-105013.0005","WEST SALT RIVER VALLEY","2020","705.94 AF","-7036.73 AF","-996.79%","NONE","PHOENIX AMA","BUCKEYE WTR CON & DRG DIST","N","","5944343"
"58-110047.0003","WEST SALT RIVER VALLEY","2024","255.19 AF","42.44 AF","16.63%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5942583"
"58-103241.0009","ELOY","2019","0 AF","6584.45 AF","0%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","Y","","6097759"
"58-102136.0004","ELOY","2020","129.58 AF","1686.16 AF","1301.25%","103.47 AF","PINAL AMA","SAN CARLOS","N","","6227196"
"58-104350.0001","UPPER AGUA FRIA","2020","30.68 AF","608.03 AF","1981.84%","30.68 AF","PRESCOTT AMA","","N","","6382378"
"58-104350.0001","UPPER AGUA FRIA","2023","30.68 AF","700.07 AF","2281.84%","30.68 AF","PRESCOTT AMA","","N","","6382378"
"58-102988.0001","WEST SALT RIVER VALLEY","2024","21.46 AF","180.04 AF","838.96%","NONE","PHOENIX AMA","MARICOPA WATER DISTRICT","N","","6391265"
"58-100896.0035","ELOY","2024","354.87 AF","839.02 AF","236.43%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","6388073"
"58-100896.0037","ELOY","2023","0 AF","7694.26 AF","0%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","Y","","6414095"
"58-100272.0007","ELOY","2019","0 AF","9340.28 AF","0%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","Y","","6694605"
"58-100240.0004","VEKOL VALLEY","2022","76.95 AF","2608.86 AF","3390.33%","NONE","PINAL AMA","","N","","6788854"
"58-112634.0040","EAST SALT RIVER VALLEY","2019","61.66 AF","650.14 AF","1054.4%","16.66 AF","PHOENIX AMA","NEW MAGMA IRR & DRG DIST","N","","6960492"
"58-102737.0013","ELOY","2020","887.22 AF","9556.37 AF","1077.11%","887.22 AF","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","7099711"
"58-101531.0018","WEST SALT RIVER VALLEY","2025","108.99 AF","462.83 AF","424.65%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","7497476"
"58-114619.0096","ELOY","2024","35.18 AF","990.26 AF","2814.84%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","7492585"
"58-107827.0002","MARICOPA-STANFIELD","2023","1866 AF","814.85 AF","43.67%","204.88 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","7458037"
"58-109708.0014","MARICOPA-STANFIELD","2017","0 AF","1943.15 AF","0%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","Y","","5029286"
"58-109711.0026","MARICOPA-STANFIELD","2008","85.24 AF","1277.95 AF","1499.24%","85.24 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5030440"
"58-107825.0019","ELOY","2006","26.94 AF","402.61 AF","1494.47%","26.94 AF","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5014375"
"58-106339.0007","EAST SALT RIVER VALLEY","2014","11.84 AF","141.08 AF","1191.55%","7.13 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5024567"
"58-106339.0007","EAST SALT RIVER VALLEY","2007","11.84 AF","96.25 AF","812.92%","5.9 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5024567"
"58-112781.0001","WEST SALT RIVER VALLEY","2008","58.08 AF","7.43 AF","12.79%","6.33 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5015349"
"58-112030.0003","WEST SALT RIVER VALLEY","2009","1202.62 AF","7986.03 AF","664.05%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5116893"
"58-130314.0002","WEST SALT RIVER VALLEY","2017","0 AF","121.21 AF","0%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","Y","","5117974"
